House_ID,Date_Sold,City,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price,Owner_Name,Contact,Email,Property_Type,Furnished,Floor_No,Total_Floors,Latitude,Longitude,Loan_Status,Registration_Price,Notes
H5164,2021-07-05,Puri,833,3,2,N,2028,14476626,Unknown,7111075862,unknown#gmail.com,Apartment,No,1,3,19.9962,86.1358,Pending,8258801,
H0156,2023-02-03,Khordha,2263,2,4,Y,1988,9158089,Sunita,8326281220,sunita@gmail.com,House,Yes,G,8,19.8676,86.4269,Rejected,4248076,Old house
H3595,17/04/20,Bhubaneshwar,1715,3,1,Yes,2028,5.2M,Arun,0000000000,arun#gmail.com,Apartment,Yes,G,4,19.891,85.5479,Rejected,6218760,Suspicious price
H6711,04/01/21,BBSR,2193,Two,3,No,2028,14.5M,Unknown,0000000000,unknown@yahoo.com,APT,Yes,3,7,20.2705,86.4586,Rejected,14016722,
H1999,2022/08/06,Puri,620,4,2,YES,2028,9446334,Arun,8724160615,arun@gmail,House,Y,2,15,19.6894,85.5214,Approved,3781877,
H0281,2022-10-11,Khordha,2409,1,1,N,1983,10927499,Rajesh,8207995582,rajesh#gmail.com,Villa,N,0,7,19.8724,86.3644,Rejected,10815246,Old house
H4610,2020/09/28,Cuttack,1704,2,2,No,2011,,Vikas,0000000000,vikas#gmail.com,Apartment,Y,G,13,19.9371,86.2212,Rejected,5270212,Good property
H0767,2022/03/01,Bhubaneshwar,1779,4,2,No,2028,14063449,Amit,98765abcde,amit@gmail,Apartment,N,3,2,19.854,86.48,Approved,5012002,Suspicious price
H4517,2023/02/25,Bhubaneswar,3603 sqft,2,2,N,2016,7.8M,Amit,0000000000,amit@yahoo.com,APT,N,G,1,19.5825,86.1333,Rejected,4625393,Old house
H7560,01/05/24,Puri,2722 sqft,Two,3,YES,2028,5688385,Rakesh,98765abcde,rakesh#gmail.com,Apartment,Yes,G,8,20.1085,85.7912,Rejected,4491107,
H3553,2022/01/10,BBSR,3565,3,2,Yes,2018,10009320,Sunita,8785455274,sunita@gmail,House,Y,3,6,19.9904,85.7281,Pending,10327821,Suspicious price
H0135,2022-01-27,BBSR,2403,1,3,No,2016,10.0M,Vikas,0000000000,vikas@gmail,House,N,1,5,20.3388,86.2749,Approved,2931057,
H2014,03/09/20,Bhubaneswar,2372,Three,4,N,1995,4207527,Sunita,8156023877,sunita@gmail,House,No,3,8,19.8127,85.5036,Approved,6663077,
H3317,2023/08/27,Bhubaneshwar,2058,4,1,YES,2004,2394840,Pooja,0000000000,pooja@gmail,House,No,0,4,19.5224,86.2492,Rejected,6441610,
H2436,2022-01-25,Bhubaneswar,2178,4,1,Y,2018,5518756,Vikas,98765abcde,vikas@gmail,Villa,N,1,5,20.3307,86.2803,Rejected,13196837,
H3363,06/01/23,Khordha,1810,Two,1,Yes,2016,2912394,Arun,0000000000,arun#gmail.com,APT,Yes,3,12,20.3837,85.6326,Approved,5499506,
H1829,2024-11-01,Bhubaneswar,2694,Two,4,YES,2028,7.4M,Meena,98765abcde,meena@gmail,Villa,N,1,1,20.0334,86.2425,Rejected,13079247,Good property
H2893,2023-02-19,Cuttack,1494,Three,4,No,1998,10978298,Rajesh,98765abcde,rajesh#gmail.com,Flat,N,1,4,19.8929,85.5067,Rejected,2550088,
H6101,2024-05-28,Puri,3128,2,4,No,1987,8544084,Meena,7899249559,meena#gmail.com,APT,Y,2,13,20.4467,85.8347,Rejected,10161224,
H3265,2024-04-10,Khordha,1267,3,2,Yes,2028,14993462,Rakesh,7394981161,rakesh@gmail.com,Villa,Y,2,9,19.8977,85.5927,Approved,5803056,Old house
H7199,2023/10/28,Cuttack,2494,Three,3,Yes,2012,8876223,Arun,98765abcde,arun#gmail.com,Flat,Yes,3,15,20.4771,86.4293,Rejected,5775189,
H1310,02/06/24,Puri,789 sqft,Two,1,Yes,1993,12763977,Sunita,98765abcde,sunita#gmail.com,APT,N,0,10,19.5467,86.2051,Pending,7153867,
H3310,2024/05/09,Bhubaneswar,2602,3,3,No,2000,8912146,Amit,98765abcde,amit@gmail,Villa,Y,2,4,19.6408,86.2961,Approved,5847236,
H6573,2020-03-27,Cuttack,2191 sqft,3,4,Yes,1988,5574252,Rakesh,98765abcde,rakesh@yahoo.com,APT,N,1,11,20.4402,86.0,Rejected,9762668,Suspicious price
H3401,04/08/21,Bhubaneshwar,1431,1,2,N,2016,13044570,Rajesh,98765abcde,rajesh#gmail.com,APT,No,3,5,20.4013,86.0214,Pending,6764912,
H1161,05/02/25,Bhubaneswar,1923,Two,3,N,2028,10.0M,Rajesh,0000000000,rajesh#gmail.com,Apartment,No,0,5,19.7028,85.6814,Approved,7783277,Good property
H5579,08/01/25,Khordha,1020,1,4,Yes,2028,14615534,Vikas,98765abcde,vikas@gmail,Villa,N,3,3,20.0315,85.8794,Rejected,13923872,
H1651,2023/06/12,Cuttack,1817,Three,1,No,2008,11.2M,Vikas,98765abcde,vikas@gmail,Flat,Yes,1,11,20.3996,85.8984,Rejected,13629821,Suspicious price
H6877,11/12/22,Bhubaneswar,2427 sqft,4,4,Y,1996,8.0M,Unknown,0000000000,unknown@outlook.com,APT,Yes,0,9,20.3157,86.0753,Rejected,6205578,Old house
H0130,2023/10/20,Cuttack,543,4,2,Y,2020,4351181,Unknown,98765abcde,unknown@gmail,Apartment,Y,1,11,19.7527,85.9406,Approved,10860596,
H2755,23/04/23,Bhubaneshwar,3931,2,4,Y,2028,8.6M,Sunita,0000000000,sunita@gmail,APT,No,2,3,20.2256,86.236,Pending,4737887,
H2917,2023-08-03,Puri,3895,4,3,YES,2019,3.7M,Rakesh,8809875389,rakesh#gmail.com,House,Y,Ground,2,19.659,86.2046,Approved,11722382,Good property
H2968,08/12/20,Khordha,1068,Three,2,N,2028,6623417,Pooja,98765abcde,pooja#gmail.com,Villa,Yes,0,12,20.2225,85.7883,Approved,8600821,Good property
H5188,18/08/23,BBSR,1859,3,1,N,1997,11873769,Vikas,0000000000,vikas@gmail,Flat,No,G,3,20.108,85.9026,Pending,2743581,
H7637,03/11/20,BBSR,3102,2,1,N,2001,10.9M,Rakesh,0000000000,rakesh#gmail.com,Flat,Y,0,12,19.9687,86.1654,Approved,3953648,
H7454,01/06/23,Cuttack,576,3,1,Y,1985,5032456,Meena,0000000000,meena@gmail,Flat,Y,1,3,19.5801,86.1339,Approved,6015837,Good property
H2478,11/03/22,BBSR,1428,3,1,N,2028,8501105,Meena,98765abcde,meena@gmail,APT,No,1,13,20.4647,86.3318,Rejected,10952607,
H4099,2022-12-15,Khordha,797,Two,3,No,2028,13.3M,Pooja,0000000000,pooja@gmail,APT,Yes,0,15,19.88,85.5963,Pending,9913609,Old house
H7810,01/01/24,Bhubaneshwar,2127,3,1,YES,2028,7610996,Arun,9304415677,arun@yahoo.com,Villa,N,Ground,6,19.8555,85.8761,Approved,9707554,Good property
H3478,2025/05/15,Bhubaneshwar,777,2,2,N,1996,14664035,Pooja,98765abcde,pooja@gmail,Villa,No,2,11,19.5537,85.9451,Rejected,12421163,
H2894,2020/04/01,BBSR,2807,Three,2,Y,2006,13.9M,Rakesh,98765abcde,rakesh@outlook.com,Flat,Y,1,14,19.5784,86.1215,Rejected,13868473,
H6188,26/06/21,Cuttack,775 sqft,Three,1,Y,2028,11140929,Rakesh,9765449687,rakesh#gmail.com,Apartment,N,Ground,7,19.9144,85.5908,Pending,3449101,
H5635,2024-09-03,Khordha,2804,1,1,YES,2028,8818406,Pooja,0000000000,pooja@gmail,APT,No,2,9,20.0239,85.5388,Approved,12682358,
H5210,2025/05/28,Puri,1838,1,2,YES,2002,5966490,Arun,0000000000,arun@yahoo.com,Apartment,Yes,2,13,20.3222,86.1612,Pending,3698026,Good property
H0755,2022-04-14,Bhubaneswar,2185,Two,3,Yes,2028,3585977,Rajesh,8526591001,rajesh#gmail.com,APT,N,2,9,20.0358,85.7693,Rejected,6316259,Suspicious price
H4341,18/07/21,Puri,2220,4,1,Y,2015,10932969,Pooja,9028491846,pooja@gmail,Villa,Yes,Ground,3,19.94,85.8438,Rejected,13341215,
H5325,2024-04-01,Puri,3323,4,4,N,2028,7917796,Vikas,98765abcde,vikas#gmail.com,Apartment,Yes,Ground,2,20.1215,86.177,Approved,2915039,Old house
H0833,2021-03-22,Cuttack,2755 sqft,4,3,No,2028,14860954,Unknown,98765abcde,unknown@gmail,House,N,0,10,19.6773,86.2391,Pending,6411921,Good property
H1752,31/01/22,Bhubaneswar,621 sqft,Three,2,Yes,2028,3700640,Amit,98765abcde,amit@gmail,APT,N,1,6,20.2406,86.4397,Approved,5631560,Suspicious price
H5541,2024-08-14,Puri,2120,1,2,YES,2028,12266975,Rakesh,7891925502,rakesh@gmail,Apartment,Yes,3,9,19.5901,86.0408,Approved,11881472,
H4567,2022/02/26,BBSR,2764 sqft,4,1,YES,2024,2892080,Pooja,0000000000,pooja@yahoo.com,Flat,Yes,G,9,20.2274,85.7628,Pending,10227536,Old house
H7645,2022/02/09,Bhubaneswar,1532,1,4,Yes,2028,13.2M,Amit,98765abcde,amit@outlook.com,APT,N,2,14,20.153,85.911,Rejected,12512935,Old house
H7180,20/01/24,Khordha,3953,Three,3,YES,2008,14571878,Sunita,0000000000,sunita#gmail.com,APT,Y,3,1,19.59,85.6027,Pending,10270493,
H0132,09/01/20,Khordha,3522,3,3,N,2028,10367170,Pooja,0000000000,pooja#gmail.com,Apartment,Yes,G,12,20.461,86.4973,Rejected,8473317,
H6421,29/12/22,Cuttack,1484,Three,4,Yes,2028,10.0M,Meena,8279362565,meena@yahoo.com,APT,Y,Ground,15,20.2723,85.6174,Approved,9696053,Suspicious price
H7177,16/03/24,Bhubaneswar,3081,1,1,YES,2028,13808895,Rajesh,8676691354,rajesh@gmail.com,Flat,Yes,0,13,20.147,85.7785,Approved,11757551,Good property
H7472,20/02/23,Puri,2593 sqft,3,2,YES,1984,12934776,Meena,0000000000,meena@outlook.com,Apartment,N,G,4,20.1548,86.4051,Approved,4454829,
H2486,2022-09-09,Bhubaneshwar,1706,4,2,YES,2028,5283618,Sunita,98765abcde,sunita@yahoo.com,Villa,N,G,3,19.588,86.4041,Approved,6362939,
H1044,2021-12-16,Khordha,2449,Two,1,Y,2028,7901645,Unknown,98765abcde,unknown@gmail.com,Apartment,No,1,3,19.6602,85.724,Rejected,12957741,Good property
H7489,2025/04/30,Puri,1507,3,3,N,2009,3128446,Arun,0000000000,arun@yahoo.com,House,No,2,7,19.6973,86.0956,Pending,3394295,Good property
H0889,2023-12-04,Bhubaneswar,2045 sqft,1,3,N,2015,10712323,Rajesh,7770139984,rajesh@gmail.com,APT,Y,Ground,3,20.0979,86.3543,Pending,14943031,Suspicious price
H0268,2021/11/06,Bhubaneswar,1945,Three,1,No,2001,13781192,Amit,8740825867,amit@gmail,Apartment,No,3,7,19.5461,86.1717,Pending,8412592,Suspicious price
H1248,08/04/21,Khordha,1583,Three,3,N,2007,6626348,Vikas,98765abcde,vikas@gmail,APT,N,0,10,19.9657,86.1513,Approved,11478412,Good property
H7052,2022-04-28,Bhubaneswar,3596,Two,3,Y,2028,9728579,Meena,9792325686,meena@gmail,Apartment,Yes,G,12,20.0622,86.2819,Rejected,3059808,Old house
H1748,2024/08/04,Cuttack,610,1,1,N,2028,12.5M,Amit,98765abcde,amit#gmail.com,APT,Y,1,5,20.2898,85.7851,Rejected,7931378,
H0235,2025-03-29,Puri,1228,Three,4,YES,1997,4848251,Vikas,0000000000,vikas@gmail.com,House,No,0,10,19.7391,85.8736,Pending,6469498,Good property
H1234,2023/01/03,BBSR,3963,1,1,No,2028,7413695,Unknown,98765abcde,unknown@outlook.com,Flat,Yes,1,12,19.5693,85.9693,Rejected,13363916,Good property
H4814,05/10/22,Cuttack,2958,3,3,Y,2028,4.9M,Amit,0000000000,amit@yahoo.com,APT,Yes,1,9,19.9671,85.5373,Pending,5590414,Good property
H6144,2020-01-15,Khordha,756,2,2,No,2028,13126452,Rajesh,8974720786,rajesh@gmail,Apartment,Y,0,5,19.8384,86.0919,Pending,3139935,Old house
H0534,13/10/20,Bhubaneshwar,795,2,1,No,2002,6576190,Unknown,8945346029,unknown#gmail.com,APT,N,2,13,20.2409,85.842,Approved,3277910,
H6823,2024/05/22,Bhubaneshwar,2812,2,3,Yes,2023,4668935,Meena,0000000000,meena#gmail.com,Villa,Y,G,6,19.8108,85.7833,Pending,9006293,
H3671,2023/08/08,BBSR,2728,1,4,No,2028,10.1M,Sunita,0000000000,sunita#gmail.com,APT,N,1,3,19.7361,86.4818,Approved,14459077,Suspicious price
H3283,13/09/22,Khordha,3077,Two,2,N,2010,13463035,Pooja,8029416215,pooja@gmail,Flat,Y,3,2,19.5534,85.9381,Pending,9215954,Suspicious price
H0143,2024-02-08,Cuttack,1294,1,3,N,2028,5.0M,Rakesh,8138457968,rakesh@gmail,Villa,N,1,11,19.7893,85.7957,Rejected,4971757,
H1197,2025-03-23,Bhubaneswar,1589,Two,4,YES,2028,2127394,Amit,98765abcde,amit#gmail.com,House,No,G,5,19.8891,86.3753,Rejected,3494091,
H0787,2022-03-11,Bhubaneswar,3088,3,4,N,1984,10.4M,Meena,0000000000,meena#gmail.com,Villa,Yes,Ground,3,19.7494,86.2627,Rejected,12818123,Old house
H5637,09/11/22,Puri,3423,Two,2,Y,2028,3834010,Vikas,98765abcde,vikas@gmail.com,Flat,Yes,3,11,19.6542,85.7675,Rejected,2724294,Suspicious price
H2531,2020-09-29,BBSR,1905,2,2,No,2028,13150334,Pooja,0000000000,pooja#gmail.com,Flat,N,Ground,14,20.4563,86.1423,Pending,10880861,Old house
H4228,2023/03/13,Puri,3621,1,2,Y,2028,7.2M,Arun,98765abcde,arun#gmail.com,House,No,2,11,20.143,86.1834,Approved,3156695,
H7319,11/11/24,Puri,1447,3,1,No,2028,8.1M,Unknown,0000000000,unknown@gmail,Apartment,No,2,7,19.8907,86.3493,Rejected,14617460,Suspicious price
H1926,02/11/22,BBSR,3444,Two,3,Yes,2028,11.5M,Rakesh,0000000000,rakesh@gmail.com,Flat,No,Ground,15,20.1038,85.9377,Rejected,14880011,Suspicious price
H1590,2023-06-03,Bhubaneshwar,2739,Two,3,Y,2011,10337991,Unknown,8430295609,unknown#gmail.com,House,N,1,3,19.6878,85.8848,Approved,9909198,Suspicious price
H0774,2020-08-23,Puri,3146 sqft,2,4,Yes,2010,4.4M,Vikas,0000000000,vikas#gmail.com,House,N,2,9,20.2778,85.666,Pending,6437757,
H2912,2021-03-10,Bhubaneswar,3241,4,3,Yes,2028,6581482,Meena,0000000000,meena@gmail,Villa,No,G,6,19.8999,86.4267,Rejected,3851282,Good property
H5109,09/07/24,Cuttack,2025,4,3,Yes,2028,11.5M,Amit,98765abcde,amit#gmail.com,APT,Y,3,13,19.9291,85.742,Pending,6986184,
H0774,2022-05-10,Khordha,3754 sqft,3,1,Yes,1989,11846828,Meena,0000000000,meena@gmail.com,Villa,Yes,1,8,19.8783,85.8279,Rejected,4853917,Suspicious price
H3878,2021/03/29,BBSR,1607,4,1,No,2012,13361315,Sunita,0000000000,sunita#gmail.com,APT,Y,1,2,20.1349,85.7693,Pending,7041700,
H2378,2024-02-26,Bhubaneswar,1965,1,2,YES,2028,5769382,Unknown,98765abcde,unknown#gmail.com,Flat,Yes,G,15,19.8967,85.8199,Approved,6777236,Good property
H6902,2022-10-14,Puri,3664,4,3,N,2028,10.5M,Arun,7052386058,arun@gmail,APT,No,0,4,19.8009,85.8978,Approved,12768233,Good property
H0187,2024-03-09,BBSR,1951 sqft,2,4,N,1982,7.1M,Arun,98765abcde,arun@outlook.com,APT,Yes,2,12,20.1476,85.6696,Approved,6084549,
H7266,2025/05/03,Cuttack,1417,Three,3,YES,2028,13382166,Unknown,0000000000,unknown@gmail,Villa,Y,0,3,20.3065,86.2217,Approved,7591228,Good property
H2010,2024/02/27,Cuttack,3426 sqft,Three,3,N,1990,11462935,Pooja,8355203067,pooja@outlook.com,Flat,Yes,G,7,20.2472,85.5817,Rejected,3151118,
H7042,2022/08/07,Cuttack,3677,4,4,YES,2028,7475881,Rajesh,98765abcde,rajesh#gmail.com,APT,Yes,G,2,19.7099,85.598,Pending,6772592,Old house
H7522,2024-11-29,Khordha,683,2,4,No,2028,13211119,Meena,0000000000,meena@gmail.com,Flat,Yes,G,11,20.3759,85.685,Approved,9964612,
H7085,10/06/25,Bhubaneshwar,3191 sqft,1,4,YES,2028,9.7M,Rajesh,0000000000,rajesh#gmail.com,APT,Y,0,1,20.3775,86.2419,Approved,6374065,Good property
H7814,14/09/23,Bhubaneshwar,962,Three,2,Yes,2004,7.7M,Arun,98765abcde,arun#gmail.com,Villa,N,1,6,19.5674,85.8279,Rejected,4033736,
H0726,28/02/23,Khordha,3337,Two,1,N,2028,6.2M,Vikas,9836732932,vikas@gmail,Flat,Y,0,5,19.7859,85.7098,Rejected,7522383,Old house
H4501,2025-02-04,Bhubaneswar,1444,3,4,Y,2028,12075517,Pooja,0000000000,pooja@gmail.com,Villa,Yes,2,13,19.927,86.022,Approved,12733765,
H2122,23/04/20,BBSR,620,2,2,YES,2014,3.0M,Arun,98765abcde,arun@gmail,APT,Y,0,11,20.4172,85.6114,Approved,7941774,
H5741,2024-08-20,Bhubaneshwar,2669,1,4,YES,2028,14160102,Rajesh,0000000000,rajesh@gmail,APT,Y,1,11,20.0212,85.8465,Pending,4549937,
H1259,14/06/22,Bhubaneshwar,791,Three,4,Yes,2023,14226587,Rakesh,8646792280,rakesh@gmail.com,Apartment,Y,G,10,20.158,85.8643,Approved,8861668,
H4970,08/05/20,Cuttack,804,3,2,Y,1987,8.7M,Amit,98765abcde,amit@gmail,House,No,Ground,10,20.1978,85.5959,Pending,12041919,Suspicious price
H2518,2020-07-12,Khordha,2291,Three,3,N,1998,14477728,Rajesh,98765abcde,rajesh@yahoo.com,Villa,Y,3,2,20.1608,85.9171,Approved,8577308,Old house
H6323,2022/07/17,Puri,2411 sqft,Two,3,No,2028,12162545,Rakesh,0000000000,rakesh@gmail,Apartment,N,0,1,20.251,86.1019,Pending,9874314,
H2980,23/05/25,Cuttack,1217,4,3,Yes,2028,8325673,Rajesh,0000000000,rajesh@yahoo.com,House,Yes,1,7,19.5195,85.9553,Approved,10585447,
H0709,2024/05/08,Bhubaneshwar,2201,Two,3,Y,2028,5323976,Amit,98765abcde,amit@outlook.com,House,Yes,0,9,20.2054,86.0552,Approved,5051064,Suspicious price
H0253,25/07/23,Bhubaneshwar,788,4,3,Y,1999,3632313,Amit,98765abcde,amit@outlook.com,Flat,Yes,1,13,20.2801,85.7282,Approved,11427357,Suspicious price
H6216,27/03/22,Bhubaneshwar,1875,1,4,No,2028,4.1M,Rajesh,0000000000,rajesh#gmail.com,Apartment,No,G,1,19.8025,86.243,Pending,10978516,Good property
H4249,2021-12-18,Puri,611 sqft,Three,1,No,2021,2727570,Unknown,9429966222,unknown#gmail.com,Apartment,Yes,3,2,20.3817,85.7031,Pending,11729982,Good property
H7630,2023/09/14,Khordha,2548,4,2,Y,2017,12581797,Meena,0000000000,meena@gmail,Villa,No,G,3,20.2712,85.5985,Rejected,5545732,
H7118,2023/05/18,BBSR,545,Three,3,No,2028,999999999,Meena,98765abcde,meena@gmail,APT,No,G,12,20.2618,85.9186,Pending,9031263,
H1253,2021/08/07,Bhubaneshwar,3973,2,3,N,1985,3962918,Meena,0000000000,meena@yahoo.com,House,Yes,0,2,20.1091,85.6162,Rejected,7659263,Good property
H3100,12/04/22,BBSR,3097,Two,4,Yes,1997,9875032,Pooja,98765abcde,pooja#gmail.com,House,Y,3,15,19.6705,86.0303,Approved,6525008,Good property
H3272,02/07/23,BBSR,3459 sqft,Two,1,Y,2028,11621108,Rakesh,0000000000,rakesh@outlook.com,APT,N,0,13,19.7874,86.3543,Rejected,13474948,Good property
H3868,04/10/24,Bhubaneshwar,2420,Two,4,YES,1980,4.3M,Sunita,0000000000,sunita#gmail.com,Villa,Yes,Ground,15,20.4881,85.9753,Approved,12197094,
H6180,2021-07-10,Bhubaneshwar,1098,2,2,Yes,2028,4.1M,Pooja,8379617493,pooja@yahoo.com,Apartment,N,Ground,10,19.7897,85.6688,Approved,2360867,Old house
H7424,11/02/24,Puri,1030,2,2,Yes,2028,12471604,Rakesh,0000000000,rakesh@gmail,House,Yes,3,3,20.0775,86.4184,Approved,10000768,Suspicious price
H2606,2023/05/15,Puri,2597,4,2,No,1998,8188052,Meena,9824831031,meena@yahoo.com,Apartment,Yes,Ground,5,20.1596,85.574,Approved,12351183,Good property
H4246,2023-10-28,Puri,2773,Three,1,N,2002,7400871,Amit,9614880843,amit@gmail,House,N,G,6,20.2576,85.8329,Approved,5139213,Good property
H2675,16/12/23,Khordha,3994,3,3,Y,2015,8514312,Meena,8143092756,meena@gmail,Villa,N,3,2,19.8711,86.3932,Rejected,5992224,Old house
H5669,2020-05-13,Cuttack,2744,2,4,YES,2023,10065826,Unknown,7240220509,unknown@gmail.com,APT,No,Ground,10,19.8645,85.692,Rejected,6178562,Suspicious price
H2554,2023-03-18,Bhubaneswar,3919,3,4,YES,1999,6309011,Arun,0000000000,arun#gmail.com,Villa,No,3,15,20.343,85.5292,Rejected,12816732,
H3861,2021/10/31,Khordha,2395,2,4,No,2028,6151988,Unknown,0000000000,unknown#gmail.com,Apartment,Y,Ground,13,19.8891,85.5813,Approved,13295133,Good property
H3721,2022-05-15,Bhubaneshwar,3378,3,4,YES,2007,8774013,Unknown,0000000000,unknown#gmail.com,Apartment,No,3,10,20.305,85.9306,Rejected,6887706,Good property
H3700,2025-03-18,Bhubaneshwar,1472,3,2,No,1994,3878518,Meena,98765abcde,meena@gmail,Flat,Yes,0,9,19.8093,85.7488,Rejected,3939404,Good property
H5282,2020-08-10,Cuttack,929,Two,4,N,2028,9047771,Rakesh,7081077688,rakesh#gmail.com,House,No,G,10,19.5063,86.4334,Pending,9909528,
H3509,2024-07-12,Cuttack,1978,3,1,Y,1994,11171652,Rakesh,0000000000,rakesh@gmail.com,Villa,Yes,G,1,19.7613,86.4072,Pending,9402951,Good property
H4132,09/03/20,Bhubaneshwar,3380,2,3,YES,2005,8426897,Unknown,98765abcde,unknown#gmail.com,House,No,1,4,19.7595,85.6166,Pending,12835478,
H6946,2023/11/26,Bhubaneshwar,2699,4,2,YES,2028,5612512,Pooja,98765abcde,pooja#gmail.com,Flat,Yes,1,5,20.4956,85.8901,Pending,13389187,
H2766,06/05/24,Bhubaneshwar,731 sqft,Two,4,Y,2028,12720328,Amit,98765abcde,amit#gmail.com,Villa,Y,2,15,20.3189,86.1148,Pending,6878895,
H7491,2021-07-10,Puri,915,Two,3,YES,2003,11064508,Rakesh,98765abcde,rakesh#gmail.com,Apartment,N,G,2,19.6533,86.4984,Rejected,7879959,Suspicious price
H5547,2021/05/10,Khordha,4000,4,2,Yes,2028,2086742,Pooja,8225152461,pooja@gmail,APT,Y,2,7,19.596,86.3957,Rejected,14448389,
H3868,2021-04-03,Bhubaneshwar,2088,1,4,No,2000,6336057,Sunita,9480627992,sunita@gmail,House,Y,0,11,20.0762,86.3944,Rejected,13166608,
H6462,2020/12/10,Bhubaneswar,3605,Three,1,N,2028,6676014,Pooja,98765abcde,pooja@gmail.com,Villa,No,1,7,20.425,85.7095,Pending,11684893,
H4252,2023-10-27,Khordha,3708,Three,4,YES,2028,7.8M,Rajesh,98765abcde,rajesh@gmail.com,APT,N,Ground,3,19.5343,86.1126,Rejected,7946346,Suspicious price
H7651,2023-06-14,Khordha,3981,Three,4,YES,2028,9919488,Sunita,98765abcde,sunita@gmail,Villa,No,G,11,20.2756,85.7754,Pending,6812294,Old house
H0483,05/10/23,Puri,1878 sqft,Three,2,YES,2028,10.0M,Arun,98765abcde,arun#gmail.com,Villa,No,1,3,20.0759,86.2089,Rejected,9665847,Good property
H3716,2023/12/11,Bhubaneshwar,2193 sqft,Two,4,Yes,2028,4278042,Rajesh,98765abcde,rajesh#gmail.com,Villa,Y,Ground,2,19.5662,85.6381,Rejected,2665858,
H6716,25/07/22,Khordha,1623,3,2,N,2028,13418271,Meena,9628718165,meena@yahoo.com,Flat,No,1,11,19.5269,86.4343,Rejected,2938074,Old house
H3116,2020-05-10,Puri,2176,Three,4,YES,2015,4824611,Arun,7277521445,arun#gmail.com,Villa,Y,Ground,8,19.9512,86.2924,Pending,4510819,
H3765,2024-10-21,Cuttack,3477,Two,3,No,2012,8070825,Sunita,98765abcde,sunita@gmail.com,House,Yes,2,15,20.0495,85.9256,Rejected,6861677,
H5708,2021-12-25,Khordha,2589,Three,4,N,2028,6.8M,Rakesh,98765abcde,rakesh#gmail.com,House,Yes,3,2,20.1524,86.4337,Approved,10347325,Good property
H6241,2020-09-27,Bhubaneshwar,3219,1,1,Y,2028,12399263,Arun,8017545153,arun#gmail.com,House,Yes,3,13,20.4862,86.4102,Approved,14777360,
H3158,2020/01/13,Khordha,3437,1,1,YES,1998,11045400,Sunita,98765abcde,sunita#gmail.com,Villa,Y,2,4,19.5722,85.5309,Approved,5832036,Suspicious price
H5608,2023/06/29,BBSR,913,Two,2,Yes,2028,9161181,Vikas,98765abcde,vikas@yahoo.com,House,Yes,Ground,5,19.9233,86.4808,Pending,9207293,
H1818,09/11/22,Bhubaneswar,1021,2,4,Y,1989,10724905,Rajesh,98765abcde,rajesh@gmail,Villa,Yes,0,10,19.8445,86.0367,Rejected,11075456,Good property
H3720,2022/06/11,BBSR,655 sqft,Two,1,YES,2028,10.1M,Pooja,8783646161,pooja@gmail,Apartment,No,3,5,19.7989,85.7306,Rejected,4250245,Suspicious price
H0357,2020-06-14,Bhubaneswar,1411,3,1,N,2024,2139785,Amit,98765abcde,amit@gmail,Apartment,N,0,13,20.2397,86.3857,Approved,14008907,
H1178,27/02/23,Cuttack,957,4,3,No,2028,2343666,Sunita,7332620640,sunita#gmail.com,APT,N,1,13,20.2231,85.7372,Approved,14579522,
H1994,03/02/21,Puri,1849,Two,3,N,2028,13.1M,Amit,98765abcde,amit@gmail,House,Y,G,11,19.8207,85.5533,Rejected,12346642,Old house
H5275,2024-06-09,BBSR,2425,4,2,Y,2028,5139280,Arun,0000000000,arun@yahoo.com,Apartment,Yes,2,6,19.7319,85.5334,Rejected,8703569,
H2158,22/11/24,Khordha,1163,Two,2,Y,2008,14695180,Rajesh,8799332663,rajesh#gmail.com,Villa,Y,1,14,19.6931,85.5228,Approved,13689017,Good property
H5633,2021-03-19,BBSR,2153,2,4,YES,2028,10556366,Amit,0000000000,amit@outlook.com,House,Y,Ground,8,19.7701,85.6526,Approved,14891360,Old house
H4908,2021-06-18,BBSR,1746,Three,3,YES,2028,9086370,Rakesh,98765abcde,rakesh#gmail.com,APT,Y,G,5,20.3108,86.1679,Pending,12876221,
H1181,11/05/21,Bhubaneswar,1422,1,3,Y,2028,13.5M,Rakesh,98765abcde,rakesh@gmail,APT,No,2,2,20.1501,85.6742,Approved,14792176,Old house
H2895,20/04/23,Khordha,3375,Two,4,YES,2028,9.2M,Meena,8383755193,meena@outlook.com,Flat,N,0,12,20.0877,85.7544,Rejected,13669265,
H2719,10/07/21,BBSR,2460,2,2,N,2028,8338242,Vikas,9658962980,vikas#gmail.com,Villa,No,1,1,20.0681,85.9547,Pending,12360395,Good property
H5478,2020-06-11,Khordha,1573,2,4,No,2028,14281950,Pooja,0000000000,pooja#gmail.com,Flat,Y,Ground,4,20.3818,86.1439,Approved,11276407,Good property
H2140,2023/09/28,Cuttack,574,1,4,N,2004,8329229,Meena,9639441579,meena@gmail.com,Apartment,Y,Ground,7,19.6914,86.226,Pending,9102811,Old house
H1864,2024/05/03,Bhubaneswar,594,Three,1,Y,2028,2753231,Rajesh,98765abcde,rajesh#gmail.com,House,No,Ground,1,20.2733,86.2598,Pending,4445908,
